id,nombre,contraseña,edad,correo,nombres
350.0,Laura Torres,admin987,70.0,am@correo.com,
,Pedro Perez,gap987,18.0,cf@correo.com,
223.0,Ana Martinez,admin987,-10.0,cf@correo.com,
286.0,Diego Ramirez,user123,55.0,am@correo.com,11
450.0,Pedro Perez,admin987,,lt@correo.com,
218.0,Juan Rodriguez,gap123,,ls@correo.com,
150.0,Diego Ramirez,test123,60.0,sl@correo.com,
338.0,Pedro Perez,,30.0,cf@correo.com,
389.0,Luis Sanchez,person987,50.0,jr@correo.com,
19.0,Juan Rodriguez,admin987,30.0,jr@correo.com,-10
252.0,Carla Fernandez,test123,,cg@correo.com,
142.0,Diego Ramirez,person987,25.0,am@correo.com,
455.0,Pedro Perez,person123,75.0,jr@correo.com,-10
437.0,Carlos Gonzalez,user123,30.0,jr@correo.com,-10
454.0,Juan Rodriguez,test123,55.0, cf@correo.com ,
,Ana Martinez,admin123,45.0,jr@correo.com,
38.0,Sofia Lopez,gap123,80.0,cf@correo.com,
185.0,Ana Martinez,as,30.0,pp@correo.com,
475.0,Carla Fernandez,gap987,,am@correo.com,
330.0,Pedro Perez,test987,40.0,dr@correo.com,11
60.0,Carla Fernandez,test987,80.0,dr@correo.com,-10
175.0,Ana Martinez,user123,65.0,cg@correo.com,-10
